model,lambda,seed,step,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
gpt2,1.6,0,600,0.3519422821700573,64.80577178299427,-0.008137896656990051,5.6640625,False,2.6171306950223094,3.251558891460727,-0.6344281964384177,3.3292281599854867,3.9052670553647584,-0.5760388953792717,-0.05838930105914608
gpt2,1.6,0,800,0.3346083015203476,66.53916984796524,1.7333980649709702,9.86328125,False,2.6171306950223094,3.1627396396566465,-0.5456089446343371,3.3292281599854867,3.967680807797827,-0.6384526478123402,0.09284370317800317
gpt2,1.6,0,1000,0.3430989645421505,65.69010354578495,-0.8490663021802902,8.10546875,False,2.6171306950223094,3.18981631121308,-0.5726856161907707,3.3292281599854867,3.9604190879660717,-0.631190927980585,0.05850531178981422
gpt2,1.6,0,1200,0.3321126389006774,66.78873610993226,1.0986325641473087,11.84895783662796,False,2.6171306950223094,3.2560235895908636,-0.6388928945685541,3.3292281599854867,3.9744394924519586,-0.6452113324664719,0.00631843789791775
gpt2,1.6,0,1300,0.3461371610562007,65.38628389437993,-1.40245221555233,10.67708283662796,True,2.6171306950223094,3.167563485356316,-0.5504327903340065,3.3292281599854867,3.9144878081554015,-0.5852596481699148,0.03482685783590833
opt125m,0.01,0,200,0.9728461553653082,2.7153844634691837,0.0,0.0,False,2.4598153548926462,2.4760404422012847,-0.016225087308638475,2.9102497330431762,2.937739929081609,-0.027490196038432835,0.01126510872979436
opt125m,0.01,0,400,0.9520942022403082,4.790579775969183,2.0751953124999996,8.626306056976318,False,2.4598153548926462,2.482151060777296,-0.022335705884649837,2.9102497330431762,2.948301891085696,-0.038052158042519935,0.015716452157870098
opt125m,0.01,0,550,0.9457465509573618,5.425344904263818,0.6347651282946352,5.110675096511841,True,2.4598153548926462,2.472797560456748,-0.01298220556410179,2.9102497330431762,2.950375448754054,-0.04012571571087786,0.027143510146776073
opt125m,0.05,0,200,0.9484049628178278,5.159503718217218,0.0,0.0,False,2.4598153548926462,2.515913569065792,-0.056098214173145866,2.9102497330431762,2.9499971309841464,-0.03974739794097015,-0.016350816232175713
opt125m,0.05,0,400,0.895806223154068,10.4193776845932,5.259873966375983,21.6796875,False,2.4598153548926462,2.4863937241608753,-0.026578369268229096,2.9102497330431762,2.961059198414994,-0.05080946537181763,0.024231096103588534
opt125m,0.05,0,600,0.8629828790823618,13.701712091763818,3.2823344071706178,24.609375,False,2.4598153548926462,2.488639589104572,-0.028824234211925592,2.9102497330431762,2.95785758312174,-0.04760785007856372,0.018783615866638126
opt125m,0.05,0,800,0.8480089207490286,15.199107925097143,1.497395833333325,8.91926884651184,False,2.4598153548926462,2.503258019033061,-0.043442664140414866,2.9102497330431762,2.9859712405734933,-0.07572150753031703,0.03227884338990217
opt125m,0.05,0,1000,0.849555142223835,15.0444857776165,-0.15462214748064262,6.510418653488159,False,2.4598153548926462,2.479818681823809,-0.02000332693116258,2.9102497330431762,2.9459944171770474,-0.03574468413387111,0.015741357202708528
opt125m,0.05,0,1200,0.819959873954455,18.004012604554497,2.9595268269379957,6.575518846511841,False,2.4598153548926462,2.5070903909695397,-0.04727503607689343,2.9102497330431762,2.9852358037685045,-0.07498607072532826,0.02771103464843483
opt125m,0.05,0,1250,0.8269856919844946,17.301430801550545,-0.7025818030039517,6.93359375,True,2.4598153548926462,2.5033615316452296,-0.04354617675258332,2.9102497330431762,2.9652456798640063,-0.05499594682083009,0.011449770068246767
opt125m,0.1,0,200,0.899441217382749,10.055878261725104,0.0,0.0,False,2.4598153548926462,2.4828902862627946,-0.023074931370148377,2.9102497330431762,2.9611047788363374,-0.050855045793161135,0.02778011442301276
opt125m,0.1,0,400,0.821261947353681,17.873805264631905,7.817927002906801,27.66927480697632,False,2.4598153548926462,2.5222761753799987,-0.062460820487352464,2.9102497330431762,3.0200670727653676,-0.10981733972219132,0.047356519234838856
opt125m,0.1,0,600,0.8130154261986414,18.698457380135856,0.8246521155039517,5.17578125,False,2.4598153548926462,2.4987107477974146,-0.0388953929047684,2.9102497330431762,2.965674736759239,-0.055425003716062626,0.016529610811294226
opt125m,0.1,0,800,0.798204225798448,20.179577420155205,1.4811200400193485,5.56640625,False,2.4598153548926462,2.5065696755657982,-0.046754320673151994,2.9102497330431762,2.965394271664883,-0.05514453862170665,0.008390217948554657
opt125m,0.1,0,900,0.782524973154068,21.7475026845932,1.5679252644379957,5.76171875,True,2.4598153548926462,2.5147340354205308,-0.05491868052788451,2.9102497330431762,2.9938590172617507,-0.0836092842185745,0.028690603690689986
opt125m,0.2,0,200,0.7958170771598816,20.41829228401184,0.0,0.0,False,2.4598153548926462,2.513353817219586,-0.05353846232693993,2.9102497330431762,3.0159812169603453,-0.10573148391716902,0.052193021590229094
opt125m,0.2,0,400,0.739990254243215,26.000974575678505,5.582682291666664,19.04296875,False,2.4598153548926462,2.5060001837281924,-0.0461848288355462,2.9102497330431762,3.0189225550315295,-0.10867282198835326,0.062487993152807064
opt125m,0.2,0,600,0.7299262334903082,27.007376650969185,1.00640207529068,4.58984375,False,2.4598153548926462,2.5119638619760236,-0.05214850708337737,2.9102497330431762,3.019602444975917,-0.10935271193274065,0.05720420484936328
opt125m,0.2,0,750,0.707166905204455,29.283309479554497,2.2759328285853115,7.096356153488159,True,2.4598153548926462,2.5194767010984673,-0.059661346205821086,2.9102497330431762,3.0349907441893498,-0.12474101114617353,0.06507966494035244
opt125m,0.25,0,200,0.7567817072073618,24.321829279263817,0.0,0.0,False,2.4598153548926462,2.530347975152176,-0.07053262025952955,2.9102497330431762,3.0240280775216184,-0.11377834447844215,0.043245724218912596
opt125m,0.25,0,400,0.7094184209903082,29.058157900969185,4.736328621705368,16.37369394302368,False,2.4598153548926462,2.5555635858372225,-0.0957482309445763,2.9102497330431762,3.0639906382092943,-0.15374090516611805,0.05799267422154175
opt125m,0.25,0,600,0.6981065745155016,30.189342548449837,1.1311846474806515,5.240881443023682,False,2.4598153548926462,2.535726974038077,-0.07591161914543054,2.9102497330431762,3.0449890535295827,-0.13473932048640647,0.058827701340975924
opt125m,0.25,0,650,0.702419730524222,29.758026947577797,-0.4313156008720398,3.6458373069763184,True,2.4598153548926462,2.5384005554466404,-0.0785852005539942,2.9102497330431762,3.0496528846134785,-0.13940315157030225,0.06081795101630805
opt125m,0.3,0,200,0.7250162959098816,27.49837040901184,0.0,0.0,False,2.4598153548926462,2.5141953883970944,-0.0543800335044482,2.9102497330431762,3.0324757183458106,-0.1222259853026344,0.0678459517981862
opt125m,0.3,0,400,0.6656901190678278,33.430988093217216,5.9326176842053755,16.27604365348816,False,2.4598153548926462,2.6485062006814553,-0.18869084578880901,2.9102497330431762,3.1231580635755476,-0.21290833053237135,0.024217484743562334
opt125m,0.3,0,600,0.6667751893401146,33.32248106598854,-0.10850702722867567,10.61198115348816,False,2.4598153548926462,2.5490256510137757,-0.0892102961211294,2.9102497330431762,3.0717726770564386,-0.1615229440132624,0.07231264789213299
opt125m,0.3,0,800,0.6679416447877884,33.20583552122116,-0.11664554476737976,13.216149806976318,False,2.4598153548926462,2.560639108390116,-0.10082375349746986,2.9102497330431762,3.0660807157831695,-0.1558309827399933,0.05500722924252344
opt125m,0.3,0,900,0.662597676118215,33.740232388178505,0.5343968669573442,5.56640625,True,2.4598153548926462,2.5483343790868735,-0.0885190241942273,2.9102497330431762,3.0672982102162947,-0.15704847717311843,0.06852945297889113
opt125m,0.4,0,200,0.6843261905014515,31.56738094985485,0.0,0.0,False,2.4598153548926462,2.5263937271228563,-0.06657837223021001,2.9102497330431762,3.0618973525014552,-0.15164761945827898,0.08506924722806897
opt125m,0.4,0,400,0.6434461995959282,35.65538004040718,4.08799909055233,14.6484375,False,2.4598153548926462,2.5664663410427098,-0.10665098615006352,2.9102497330431762,3.116407737123668,-0.20615800408049179,0.09950701793042827
opt125m,0.4,0,600,0.6282823458313942,37.17176541686058,1.5163853764533997,10.44921875,False,2.4598153548926462,2.6228198610870104,-0.16300450619436413,2.9102497330431762,3.152201048505147,-0.24195131546197057,0.07894680926760644
opt125m,0.4,0,750,0.5984700669844946,40.152993301550545,2.9812278846899645,14.029943943023682,True,2.4598153548926462,2.607291137254935,-0.14747578236228875,2.9102497330431762,3.1500306438356858,-0.23978091079250952,0.09230512843022076
opt125m,0.8,0,200,0.5308431113759676,46.915688862403236,0.0,0.0,False,2.4598153548926462,2.638808875606643,-0.17899352071399655,2.9102497330431762,3.276643238529405,-0.36639350548622884,0.1873999847722323
